refseq	species	ani	medani	gcaeani	exmani	busco	meanexn	medexn	ebgfr	bgfr	bgwe	bgcov	bpcds	bpexm	cdpc	ref	query
Vertebrate_mammal	Ailuropoda_melanoleuca	99.74039485129077	100.0	99.26801659751033	99.55206932449947	carnivora	511.4500561167228	288.0	14490	246	14173	.97812284334023464458	107833662	34000302	.31530323063683026919	GCF_002007445.1_ASM200744v2_cds_from_genomic.fna	GCA_000004335.1_AilMel_1.0_genomic.fna
Vertebrate_mammal	Ursus_americanus	99.72091397999868	100.0	99.12095867768596	99.34476617764263	carnivora	529.6832645639555	299.0	14477	247	14234	.98321475443807418664	92588718	31995424	.34556503957642009904	GCF_020975775.1_gsc_jax_bbear_1.0_cds_from_genomic.fna	GCA_003344425.1_ASM334442v1_genomic.fna
Vertebrate_mammal	Pongo_abelii	99.56471908710635	100.0	98.64145081967213	97.57049531091438	primates	555.0759521538123	338.0	13771	247	13588	.98671120470554062885	91466345	48193715	.52690106945893596163	GCF_002880775.1_Susie_PABv2_cds_from_genomic.fna	GCA_000001545.3_P_pygmaeus_2.0.2_genomic.fna
Vertebrate_mammal	Pan_paniscus	99.59885518360133	100.0	98.58882716049385	97.37814968149677	primates	569.9286978321782	342.0	13755	246	13527	.98342420937840785169	136851015	54149858	.39568473788813331052	GCF_013052645.1_Mhudiblu_PPA_v0_cds_from_genomic.fna	GCA_000258655.2_panpan1.1_genomic.fna
Vertebrate_mammal	Papio_anubis	99.60100574755023	100.0	98.78387447698745	98.55612955571097	primates	586.0976346621472	355.0	13725	244	13474	.98171220400728597449	156297545	47071211	.30116410977536467383	GCF_008728515.1_Panubis1.0_cds_from_genomic.fna	GCA_000264685.2_Panu_3.0_genomic.fna
Vertebrate_mammal	Sapajus_apella	99.45809448206093	100.0	98.40075000000003	98.86433911338632	primates	552.830181337069	325.0	13761	248	12837	.93285371702637889688	134463120	33868500	.25187947446110130420	GCF_009761245.1_GSC_monkey_1.0_cds_from_genomic.fna	GCA_022120495.1_Sape_Mango_1.1_genomic.fna
Vertebrate_mammal	Erinaceus_europaeus	99.69508731880899	100.0	99.37327234042547	99.04988913552678	laurasiatheria	427.6392674247027	262.0	12157	246	11353	.93386526281154890186	50936514	11806448	.23178751494458376166	GCF_000296755.1_EriEur2.0_cds_from_genomic.fna	GCA_000181395.1_ASM18139v1_genomic.fna
Vertebrate_mammal	Trichosurus_vulpecula	99.13207787002575	99.963	97.85828640776695	96.59172793974783	mammalia	561.6568851989693	344.0	9169	247	6928	.75558948631257498091	63851021	37340907	.58481299774360695031	GCF_011100635.1_mTriVul1.pri_cds_from_genomic.fna	GCA_011100645.1_mTriVul1.alt_genomic.fna
Plant	Juglans_microcarpa_x_Juglans_regia	98.39596098202547	98.54	98.72502448979594	96.6307001102516	eudicots	627.4686540990793	386.0	2313	255	2277	.98443579766536964980	61716056	45150993	.73159232663863031040	GCF_004785595.1_Jm3101_v1.0_cds_from_genomic.fna	GCA_004785585.1_JrSerr_v1.0_genomic.fna
Plant	Tripterygium_wilfordii	99.18640722996506	99.359	99.36697142857143	97.90540048385111	eudicots	652.2447735191638	391.0	2318	255	2295	.99007765314926660914	68193915	47378499	.69476138743464134593	GCF_013401445.1_ASM1340144v1_cds_from_genomic.fna	GCA_016880815.1_ASM1688081v1_genomic.fna
Plant	Pyrus_x_bretschneideri	99.22203695255463	99.4915	99.11075416666672	97.13643652417957	eudicots	652.5679744525547	402.0	2228	251	2161	.96992818671454219030	66466395	51615277	.77656200550669251732	GCF_000315295.1_Pbr_v1.0_cds_from_genomic.fna	GCA_019419815.1_Pyrus_bretschneideri_v1_genomic.fna
Plant	Nymphaea_colorata	99.98610486418191	100.0	99.99024390243902	98.30835929509497	embryophyta	619.5615919140872	373.0	1600	255	1576	.98500000000000000000	49237043	34922575	.70927441763714364406	GCF_008831285.1_ASM883128v1_cds_from_genomic.fna	GCA_902499525.1_Nym_genomic.fna
Plant	Panicum_hallii	99.44961983471063	99.519	99.54964777327935	98.0705224619351	poales	652.4537190082644	442.0	4888	255	4829	.98792962356792144026	53073156	39640776	.74690821099841886169	GCF_002211085.1_PHallii_v3.1_cds_from_genomic.fna	GCA_003061485.1_PhalliiHAL_v2.1_genomic.fna
Plant	Vigna_radiata	99.77112752692229	100.0	99.7786129032258	98.57531439258905	fabales	650.0580011335726	447.0	5341	255	5274	.98745553267178431005	60329739	39798773	.65968747187850423155	GCF_000741045.1_Vradiata_ver6_cds_from_genomic.fna	GCA_001584445.1_ASM158444v1_genomic.fna
Plant	Arachis_ipaensis	99.96483649829088	100.0	99.9105387755102	94.90123838503516	fabales	618.1484998101025	438.0	5331	255	5222	.97955355468017257550	72686121	109078411	1.50067728885958847631	GCF_000816755.2_Araip1.1_cds_from_genomic.fna	GCA_013265535.1_ASM1326553v1_genomic.fna
Plant	Hibiscus_syriacus	99.61803203159273	100.0	99.65150204081635	99.21765701162614	eudicots	634.3426941641071	392.0	2307	255	2263	.98092761161681837884	99310913	71491586	.71987643492916030285	GCF_006381635.1_ASM638163v2_cds_from_genomic.fna	GCA_001696755.1_ASM169675v1_genomic.fna
Plant	Zingiber_officinale	99.52488655862733	99.69	99.57119512195123	96.33548881955916	liliopsida	576.6196377502383	368.0	3225	254	3145	.97519379844961240310	138911558	67696498	.48733524391109341671	GCF_018446385.1_Zo_v1.1_cds_from_genomic.fna	GCA_011317585.1_ASM1131758v1_genomic.fna
Plant	Camelina_sativa	99.72780652269725	100.0	99.68651428571428	98.94834014165966	brassicales	652.74548259145	454.0	4595	255	4535	.98694232861806311207	137768985	87266159	.63342383628651978527	GCF_000633955.1_Cs_cds_from_genomic.fna	GCA_000496875.1_CamelinaSativa_genomic.fna
Plant	Erigeron_canadensis	99.72750916496928	100.0	99.7280776699029	98.94100961076462	eudicots	591.9684317718941	369.0	2319	255	1957	.84389823199655023717	47425801	27102763	.57147717968959554315	GCF_010389155.1_C_canadensis_v1_cds_from_genomic.fna	GCA_000775935.1_ASM77593v1_genomic.fna
Plant	Eucalyptus_grandis	99.46523629986864	99.674	99.59145267489711	93.32816773291142	eudicots	629.4375274002631	384.0	2313	255	2275	.98357111975789018590	62013076	103838166	1.67445598086442285172	GCF_016545825.1_ASM1654582v1_cds_from_genomic.fna	GCA_000612305.1_Egrandis1_0_genomic.fna
Plant	Nicotiana_attenuata	99.88429259634906	100.0	99.84066666666665	99.36385092821357	solanales	613.0005070993915	436.0	5948	255	5909	.99344317417619367854	57244754	32086920	.56052158071986823456	GCF_001879085.1_NIATTr2_cds_from_genomic.fna	GCA_002018495.1_NIATT_ARIZONA_genomic.fna
Plant	Gossypium_arboreum	99.92989216110864	100.0	99.89937448559671	99.56461836930195	eudicots	663.8605456907752	400.0	2325	254	2307	.99225806451612903225	65202192	41027245	.62923106940944562109	GCF_000612285.1_Gossypium_arboreum_v1.0_cds_from_genomic.fna	GCA_000787975.1_arboreum_v1.0_genomic.fna
Plant	Musa_acuminata	99.98377763858439	100.0	99.97816599190286	98.67563648804975	liliopsida	603.2220482305042	376.0	3227	255	3192	.98915401301518438177	66613320	46657024	.70041583274936604270	GCF_000313855.2_ASM31385v2_cds_from_genomic.fna	GCA_904845865.1_assembly_for_Musa_acuminata_subsp._malaccensis_genomic.fna
Plant	Setaria_viridis	99.83746239669419	100.0	99.80647389558234	98.17933410834203	poales	664.2324380165289	454.0	4887	255	4830	.98833640270104358502	55824462	42977045	.76986044218393004844	GCF_005286985.1_Setaria_viridis_v2.0_cds_from_genomic.fna	GCA_012934335.1_ASM1293433v1_genomic.fna
Plant	Setaria_italica	99.84449522623493	100.0	99.83773577235773	97.72514278277606	poales	660.6957243669573	456.0	4890	255	4810	.98364008179959100204	50756881	46090901	.90807197156184596921	GCF_000263155.2_Setaria_italica_v2.0_cds_from_genomic.fna	GCA_001652605.1_ASM165260v1_genomic.fna
Plant	Ricinus_communis	99.90779582971325	100.0	99.8595040650407	99.00295570816606	eudicots	654.1472632493484	398.0	2317	254	2299	.99223133362106171773	39956243	29315287	.73368477111324005112	GCF_000151685.1_JCVI_RCG_1.1_cds_from_genomic.fna	GCA_019578655.1_ASM1957865v1_genomic.fna
Plant	Carica_papaya	99.96995578383205	100.0	99.96562240663901	98.90171170996356	brassicales	655.6357748995088	449.0	4527	249	4330	.95648332228849127457	32454586	24609231	.75826667454639538461	GCF_000150535.2_Papaya1.0_cds_from_genomic.fna	GCA_021527605.1_sunup_genomic.fna
Plant	Theobroma_cacao	99.6133397129185	99.714	99.68676229508198	97.35871556949853	eudicots	666.9317094388865	402.0	2322	255	2298	.98966408268733850129	44785159	39382245	.87935927613877624058	GCF_000208745.1_Criollo_cocoa_genome_V2_cds_from_genomic.fna	GCA_000403535.1_Theobroma_cacao_20110822_genomic.fna
Plant	Papaver_somniferum	99.92656352201259	100.0	99.59666530612245	95.76701855359357	embryophyta	632.0477987421384	383.0	1610	255	1583	.98322981366459627329	107978186	154174096	1.42782632040141885695	GCF_003573695.1_ASM357369v1_cds_from_genomic.fna	GCA_010119995.1_ASM1011999v1_genomic.fna
Protozoa	Blastocystis_sp._subtype_4	99.9605806451613	100.0	99.95916489361703	99.79235536434504	stramenopiles	599.483870967742	422.0	98	197	93	.94897959183673469387	7148208	6119774	.85612701812817981793	GCF_000743755.1_ASM74375v1_cds_from_genomic.fna	GCA_000963395.1_ASM96339v1_genomic.fna
Protozoa	Plasmodium_gaboni	99.34779364108823	99.531	99.42539189189188	98.90719498697926	plasmodium	776.1290125343932	690.0	3606	165	3269	.90654464780920687742	11352669	4079172	.35931391992490928785	GCF_001602025.1_ASM160202v1_cds_from_genomic.fna	GCA_000576715.1_PGAB1_genomic.fna
Protozoa	Plasmodium_coatneyi	99.99327325581392	100.0	99.99585714285715	99.19339741267784	plasmodium	1728.9919712070875	1174.0	3626	176	3564	.98290126861555432984	11591459	11385006	.98218921362703349077	GCF_001680005.1_ASM168000v1_cds_from_genomic.fna	GCA_000725905.1_ASM72590v1_genomic.fna
Protozoa	Aphanomyces_invadans	99.73329292929294	99.75	99.69856722689083	99.55350043590636	stramenopiles	911.3434343434343	622.0	100	242	99	.99000000000000000000	30915762	21034730	.68038853449576950424	GCF_000520115.1_Apha_inva_NJM9701_V1_cds_from_genomic.fna	GCA_003546525.1_inv_NJM0002_genomic.fna
Protozoa	Phytophthora_sojae	99.99531958762887	100.0	99.99462280701754	97.8515324813523	stramenopiles	1225.4536082474226	1025.0	100	236	97	.97000000000000000000	30137204	48265987	1.60154163604559998332	GCF_000149755.1_P.sojae_V3.0_cds_from_genomic.fna	GCA_009848525.1_Psojae2019.1_genomic.fna
Protozoa	Blastocystis_hominis	85.51988888888889	84.65	83.2867	86.34773880597018	stramenopiles	613.7777777777778	630.0	96	177	9	.09375000000000000000	6486690	149510	.02304873517926708382	GCF_000151665.1_ASM15166v1_cds_from_genomic.fna	GCA_003575125.1_ASM357512v1_genomic.fna
Protozoa	Theileria_equi	85.93603837471791	85.47	85.80817187500001	85.19625271912993	aconoidasida	767.6659142212189	525.0	1115	163	442	.39641255605381165919	7851043	1062535	.13533679537865223767	GCF_000342415.1_JCVI-bewag-v1.1_cds_from_genomic.fna	GCA_002189625.1_ASM218962v1_genomic.fna
Protozoa	Plasmodium_cynomolgi	99.97698352415522	100.0	99.98255421686747	98.86704336290549	plasmodium	1365.7361072326166	932.0	3598	168	3569	.99193996664813785436	9870507	9916451	1.00465467478013034183	GCF_000321355.1_PcynB_1.0_cds_from_genomic.fna	GCA_900180395.1_PcyM_genomic.fna
Protozoa	Eimeria_tenella	99.97745773195874	100.0	99.9704527027027	98.88005928670778	coccidia	489.83917525773194	349.0	491	151	482	.98167006109979633401	13067641	15027865	1.15000595746393706408	GCF_000499545.2_ETH001_cds_from_genomic.fna	GCA_905310635.1_pEimTen1.1_genomic.fna
Protozoa	Dictyostelium_purpureum	96.4301398305085	96.53999999999999	96.4301398305085	93.99653171376272	eukaryota	857.4830508474577	706.5	239	239	236	.98744769874476987447	17961535	14188889	.78995971112713918938	GCF_000190715.1_v1.0_cds_from_genomic.fna	GCA_003640415.1_KYO_Dpur_P1Ba_4_genomic.fna
Protozoa	Trichomonas_vaginalis	99.89592207792204	99.941	99.89592207792204	94.64320328677067	eukaryota	1256.1363636363637	1168.5	162	162	152	.93827160493827160493	54929169	88293935	1.60741435939072735653	GCF_000002825.2_ASM282v1_cds_from_genomic.fna	GCA_002891335.1_ASM289133v1_genomic.fna
Protozoa	Trypanosoma_rangeli	94.66170542635663	94.928	95.02145121951219	93.2891871931051	euglenozoa	1890.84496124031	1608.0	130	179	129	.99230769230769230769	13604776	9666064	.71049049245647263872	GCF_003719475.1_ASM371947v1_cds_from_genomic.fna	GCA_000492115.1_T_rangeli_SC58v1_genomic.fna
Protozoa	Leishmania_panamensis	99.90427131782951	99.939	99.9105085714286	99.68698011815508	euglenozoa	2406.5736434108526	2076.0	129	175	129	1.00000000000000000000	14549876	14674734	1.00858137897532597528	GCF_000755165.1_ASM75516v1_cds_from_genomic.fna	GCA_000340495.1_Leishmania_panamensis_L13-1.3.1_genomic.fna
Protozoa	Leishmania_mexicana	99.8981153846154	99.9185	99.9062807017544	95.82136008711497	euglenozoa	2396.976923076923	2068.5	130	171	130	1.00000000000000000000	15412767	51410482	3.33557770645595304204	GCF_000234665.1_ASM23466v4_cds_from_genomic.fna	GCA_003992435.1_ASM399243v1_genomic.fna
